Date,Activity Id,Type,Route Name,Distance (km),Duration,Average Pace,Average Speed (km/h),Calories Burned,Climb (m),Average Heart Rate (bpm),Friend's Tagged,Notes,GPX File
1/19/2013 9:58,98321fac-a333-47d7-b568-1c609096a08f,Running,,3.39,15:56,4:42,12.75,190,15,,,,2013-01-19-095850.gpx
1/15/2013 18:40,7c512661-6a01-4ef0-80dd-b8119d5f8a59,Running,,9.2,32:42:00,4:52,12.34,398,32,,,,2013-01-15-184008.gpx
1/12/2013 8:39,3a08d9a1-fc17-4002-80c1-419700be1e22,Running,,3.09,20:07,6:31,9.21,201,13,,,,2013-01-12-083955.gpx
1/2/2013 18:35,57ff5696-7610-4296-903a-88c63c207603,Running,,5.47,31:24:00,5:45,10.44,392,28,,,,2013-01-02-183511.gpx
12/22/2012 8:29,d7cceab2-22af-4472-9dea-5380ebe7ecd4,Running,,3.05,18:44,6:09,9.76,216,17,,,,2012-12-22-082913.gpx
12/15/2012 9:43,d29db938-2212-4ea2-9f5c-4ddc42a14510,Running,,3.14,20:08,6:25,9.36,227,18,,,,2012-12-15-094353.gpx
12/8/2012 8:37,f7eca580-962a-41b8-90ad-e7369b2f2dd7,Running,,3.21,18:50,5:53,10.21,228,18,,,,2012-12-08-083738.gpx
12/4/2012 18:52,9da5a18d-925d-41d4-9468-c4a1e3b29185,Running,,10.3,32:05:00,4:50,12.39,406,30,,,,2012-12-04-185239.gpx
12/1/2012 8:21,b5f841a8-d2e1-47b2-adc5-14bf65172db3,Running,,3.31,18:07,5:28,10.97,230,18,,,,2012-12-01-082118.gpx
11/28/2012 18:58,cca72ec6-e859-453e-b099-0425b5372062,Running,,8.28,37:29:00,5:58,10.04,450,35,,,,2012-11-28-185802.gpx
11/24/2012 8:57,0cec5506-32bd-423c-b651-b76718eaba89,Running,,2.65,14:07,5:20,11.27,186,15,,,,2012-11-24-085747.gpx
11/18/2012 9:51,fc685fa0-d2b5-4984-b336-af3e578f456d,Running,,3.18,17:13,5:25,11.09,228,18,,,,2012-11-18-095118.gpx
11/10/2012 8:37,6660d9fc-c010-4de8-8d42-8ec5857a2493,Running,,2.85,16:52,5:55,10.14,205,16,,,,2012-11-10-083749.gpx
11/7/2012 18:54,9a0c4163-980c-45a3-a553-1c48503b0cbc,Running,,4.79,27:16:00,5:42,10.53,340,23,,,,2012-11-07-185435.gpx
11/4/2012 18:59,3909e197-5ff0-4f6d-8508-358d2da68249,Walking,,1.22,12:05,9:54,6.07,67,10,,,,2012-11-04-185906.gpx
10/23/2012 18:43,1387c891-e974-4c9f-9e52-3d211fb12a68,Running,,5.2,29:26:00,5:40,10.59,371,27,,,,2012-10-23-184356.gpx
10/20/2012 8:37,e91aba7a-6bc5-418a-98f4-e6b23d80e7e5,Running,,3.18,19:28,6:07,9.8,228,18,,,,2012-10-20-083733.gpx
10/18/2012 18:39,9beb9122-ddc7-4e0b-ac94-7c3064fcf669,Running,,3.7,19:17,5:13,11.51,264,20,,,,2012-10-18-183907.gpx
10/16/2012 20:27,20e33458-ae07-4b47-92d8-5d565666216a,Running,,1.28,13:17,10:24,5.77,69,9,,,,2012-10-16-202731.gpx
9/22/2012 8:56,07b5c213-ee70-4499-ad44-fd8cfe3f2fb5,Running,,3.16,16:26,5:13,11.52,225,18,,,,2012-09-22-085608.gpx
9/15/2012 8:05,94a6d776-4746-4fab-9923-e8d443888e9c,Running,,3.11,16:58,5:28,10.98,223,18,,,,2012-09-15-080515.gpx
9/8/2012 8:35,730f5507-59cc-43e6-b696-387f0946c57e,Running,,3.27,15:55,4:52,12.32,231,15,,,,2012-09-08-083502.gpx
9/4/2012 19:12,9a6868f1-a41c-435e-9775-d7a803aa61ad,Running,,8.26,32:35:00,5:12,11.53,455,34,,,,2012-09-04-191217.gpx
9/3/2012 15:25,a5be0bd3-03ae-430e-bcc8-c4a02d0a921e,Walking,,2.49,26:58:00,10:51,5.53,189,14,,,,2012-09-03-152522.gpx
9/3/2012 13:20,1295cefc-d712-4e02-8915-61cf3dc4a4b8,Walking,,4.29,39:25:00,9:12,6.53,316,112,,,,2012-09-03-132056.gpx
9/2/2012 8:41,4a9e2e1b-3a98-4630-8a89-3632aea5559a,Running,,3.14,16:16,5:11,11.56,230,18,,,,2012-09-02-084131.gpx
8/30/2012 7:10,3067c059-dd1a-4df7-90b7-5e30b9d7e355,Walking,,1.43,15:12,10:40,5.63,77,7,,,I was feeling sick,2012-08-30-071021.gpx
8/29/2012 18:19,bad065da-c772-4acc-a986-bc60aafa9473,Walking,,1.34,13:14,9:55,6.05,82,16,,,,2012-08-29-181926.gpx
8/29/2012 8:21,5c8520ac-6d45-4c1d-b0a9-61e9c689c1fd,Walking,,1.48,14:48,10:02,5.98,89,6,,,,2012-08-29-082143.gpx
8/28/2012 19:43,159e2b06-5808-4204-9d86-013132be67af,Walking,,1.46,13:24,9:12,6.52,87,13,,,,2012-08-28-194352.gpx
8/28/2012 7:06,f5218490-a372-44c8-bb20-de3b91984cbe,Walking,,1.57,13:39,8:41,6.91,926743,7,,,,2012-08-28-070657.gpx
8/24/2012 12:59,018f66a7-da5e-4985-a8fe-725a33317c87,Walking,,1.48,17:56,12:09,4.94,942192,12,,,,2012-08-24-125942.gpx
8/24/2012 10:12,7acec95a-d63d-435d-837c-7befb352f500,Walking,,1.49,13:43,9:14,6.49,924486,9,,,,2012-08-24-101216.gpx
8/24/2012 8:13,f790bdb2-b921-4018-bd39-d59d870c5847,Running,,3.15,16:00,5:05,11.82,2288868,17,,,,2012-08-24-081312.gpx
8/22/2012 18:53,706d4d6b-767d-40aa-81c9-e5e85a102051,Running,,5.69,31:08:00,5:29,10.95,4072685,32,,,,2012-08-22-185354.gpx
